,Cities,Countries,Population
81955,Malkāpur,India,64812.0
81956,Yao,Japanese,273213.0
81957,Gorki-Leninskiye,Russia,1715.0
81958,Arzū’īyeh,Iran,0.0
81959,Barrancas,Colombia,17350.0
81960,Santa Fiora,Italy,1364.0
81961,Moscow,USA,1960.0
81962,Tardáguila,Spain,230.0
81963,Gornyak,Russia,13946.0
81964,Ponte San Marco,Italy,2417.0
81965,Santa Catarina,Mexico,1936.0
81966,Karacadağ,Turkey,0.0
81967,Torrehermosa,Spain,98.0
81968,Lagnieu,France,6454.0
81969,Tula de Allende,Mexico,28577.0
81970,Folldal,Norway,586.0
81971,Seaford,United Kingdom,22584.0
81972,Woodridge,Australia,20650.0
81973,Huoqiu Chengguanzhen,China,61904.0
81974,Larciano,Italy,30.0
81975,Truman,USA,1069.0
81976,Ūst’-Talovka,Kazakhstan,6122.0
81977,Goudswaard,Netherlands,1530.0
81978,Erátyra,Greece,1383.0
81979,Fairwood,USA,7905.0
81980,Gundelfingen,Germany,7889.0
81981,Altomonte,Italy,2041.0
81982,San Nazzaro Val Cavargna,Italy,286.0
81983,Porirua,New Zealand,50914.0
81984,Zürich (Kreis 3) / Alt-Wiedikon,Switzerland,14931.0
81985,Amecameca,Mexico,31687.0
81986,Corozal,Honduras,2261.0
81987,Bischofswerda,Germany,13085.0
81988,Boroughbridge,United Kingdom,4163.0
81989,Maubin,Myanmar,51542.0
81990,Jāfarpur,India,14798.0
81991,South Sioux City,USA,13319.0
81992,Madrigal del Monte,Spain,220.0
81993,Belleville-sur-Loire,France,1094.0
81994,Cristur,Romania,1376.0
81995,Jām Sāhib,Pakistan,6869.0
81996,Bistra,Romania,1088.0
81997,Neuberend,Germany,1142.0
81998,Huozhuangzi,China,2413.0
81999,Sibley,USA,2668.0
82000,Ol'yavidovo,Russia,1026.0
82001,Cannington,Australia,4092.0
82002,Llanbradach,United Kingdom,3746.0
82003,Petrokamenskoye,Russia,3688.0
82004,Lake City,USA,12161.0
82005,Karacasu,Turkey,6201.0
82006,Eltham,New Zealand,2235.0
82007,Renfengzhuang,China,3006.0
82008,Penistone,United Kingdom,10956.0
82009,Pietrzykowice,Poland,4339.0
82010,Wolfgantzen,France,1012.0
82011,Lisbon,USA,4234.0
82012,Shīrvān,Iran,82790.0
82013,Sabancuy,Mexico,7286.0
82014,Dulce Grande,Mexico,5967.0
82015,Słupia pod Kępnem,Poland,1436.0
82016,Skore,Albania,0.0
82017,Marbury,USA,1418.0
82018,Riethnordhausen,Germany,1111.0
82019,San Agustín del Pozo,Spain,206.0
82020,Edgewater Park,USA,7387.0
82021,Nava de Francia,Spain,149.0
82022,Pihtipudas,Finland,4777.0
82023,Dolheștii Mici,Romania,1310.0
82024,Ober-Grafendorf,Austria,3228.0
82025,Barisāl,Bangladesh,202242.0
82026,Tosse,France,1820.0
82027,Sungailimau,Indonesia,0.0
82028,Handa,Japanese,116119.0
82029,Krašić,Croatia,0.0
82030,Bruck in der Oberpfalz,Germany,4510.0
82031,Latimer,USA,6079.0
82032,Saint-Hilaire,France,1836.0
82033,Markt Bibart,Germany,1978.0
82034,Staňkov,Czechia,3026.0
82035,Los Laureles,Argentina,1519.0
82036,Châtillon-le-Duc,France,1926.0
82037,Oistins,Barbados,2285.0
82038,Loutrá Oraías Elénis,Greece,1145.0
82039,Hushitai,China,61979.0
82040,Limatambo,Peru,0.0
82041,La Miel,Panama,102.0
82042,Managrú,Colombia,0.0
82043,Winterton,United Kingdom,4899.0
82044,Kilrush,Ireland,2712.0
82045,Songnim,North Korea,152425.0
82046,Baraut,India,93544.0
82047,Mira Mesa,USA,70000.0
82048,Tai O,Hong Kong,2000.0
82049,Chalinze,Tanzania,34335.0
82050,Espírito Santo do Pinhal,Brazil,37448.0
82051,Jibia,Nigeria,14424.0
82052,San Andres,Philippines,2865.0
82053,Cordon,Philippines,4514.0
82054,Cavaglietto,Italy,320.0
82055,San Lorenzo Cuauhtenco,Mexico,3220.0
82056,Uvalde,USA,16476.0
82057,Lobbes,Belgium,5467.0
82058,Santa Cruz das Palmeiras,Brazil,25800.0
82059,Dăneşti,Romania,4455.0
82060,Santiago Acutzilapan,Mexico,5866.0
82061,Balclutha,New Zealand,4441.0
82062,Beretinec,Croatia,1059.0
82063,Wajir,Kenya,45771.0
82064,Georgetown,USA,1805.0
82065,Usera,Spain,141189.0
82066,Kolašin,Montenegro,2989.0
82067,Aizarnazabal,Spain,602.0
82068,East Missoula,USA,2157.0
82069,Radès,Tunisia,44298.0
82070,Poiana Ilvei,Romania,1634.0
82071,Mukhorshibir’,Russia,5500.0
82072,Kastoria,Greece,13387.0
82073,Hociungi,Romania,1155.0
82074,Bakura,Nigeria,0.0
82075,Pingshan,China,113631.0
82076,Şirvan,Azerbaijan,70220.0
82077,Lariano,Italy,12893.0
82078,Jagiełła,Poland,1114.0
82079,Volčja Draga,Slovenia,743.0
82080,Darakert,Armenia,2325.0
82081,El Muñoz,Panama,161.0
82082,San José Atlán,Mexico,3557.0
82083,Rupea,Romania,5610.0
82084,Nuevo Emperador,Panama,2003.0
82085,Ocotlamanic,Mexico,1112.0
82086,Ejido San Cristóbal,Mexico,1081.0
82087,Las Mesas,Mexico,2692.0
82088,Studley,United Kingdom,6203.0
82089,Montrabé,France,3608.0
82090,Yegros,Paraguay,1140.0
82091,Santa Ana Mayorazgo,Mexico,3365.0
82092,Bourei Cholsar,Cambodia,0.0
82093,Shyroke,Ukraine,10920.0
82094,Bicton,Australia,6017.0
82095,Abū Kabīr,Egypt,100684.0
82096,Hạ Hòa,Vietnam,0.0
82097,Biglerville,USA,1209.0
82098,Landivisiau,France,8747.0
82099,Ayvacık,Turkey,6879.0
82100,Mykolaiv,Ukraine,14251.0
82101,Ponezhukay,Russia,3390.0
82102,Villa San Giovanni,Italy,13747.0
82103,Ganterschwil,Switzerland,1145.0
82104,Costacciaro,Italy,533.0
82105,Losenstein,Austria,1604.0
82106,Plës,Russia,2790.0
82107,Four Corners,USA,15947.0
82108,Kál,Hungary,3683.0
82109,Mananum,Philippines,2185.0
82110,Belvedere,USA,2072.0
82111,Meadowlakes,USA,1872.0
82112,Atmakūr,India,35137.0
82113,Paço de Arcos,Portugal,25974.0
82114,Isehara,Japanese,103401.0
82115,Arauco,Argentina,13720.0
82116,Villa Hidalgo,Mexico,2502.0
82117,Aidhausen,Germany,1934.0
82118,San Jacinto,Mexico,2252.0
82119,Blesa,Spain,144.0
82120,Holwerd,Netherlands,1435.0
82121,Villapiana Lido,Italy,2076.0
82122,Igüeña,Spain,1633.0
82123,San Isidro Alta Huerta,Mexico,1758.0
82124,Hedon,United Kingdom,10358.0
82125,Dietersdorf,Austria,2240.0
82126,Kaindorf an der Sulm,Austria,2432.0
82127,Berchidda,Italy,2754.0
82128,Wrightsville,USA,2260.0
82129,Bilciureşti,Romania,1824.0
82130,Stavnsholt,Denmark,5658.0
82131,Senec,Slovakia,14673.0
82132,Grădiştea,Romania,2924.0
82133,‘Afak,Iraq,21888.0
82134,Langenhagen,Germany,50439.0
82135,Nā‘ūr,Jordan,0.0
82136,Zavodouspenskoye,Russia,1441.0
82137,Yakassé-Attobrou,Ivory Coast,0.0
82138,Vic-sur-Seille,France,1600.0
82139,Coal City,USA,1815.0
82140,Inapatan,Philippines,2698.0
82141,Nueva Gorgona,Panama,3530.0
82142,Macuspana,Mexico,32225.0
82143,Jogonalan,Indonesia,28114.0
82144,Naszály,Hungary,2239.0
82145,Pilisszántó,Hungary,2245.0
82146,Château-Thierry,France,15938.0
82147,Klaffenegg,Austria,0.0
82148,Joypur Hāt,Bangladesh,73068.0
82149,Terradura,Italy,1121.0
82150,Łęknica,Poland,2565.0
82151,Balad,Iraq,42088.0
82152,Aston Clinton,United Kingdom,4216.0
82153,Burmeso,Indonesia,0.0
82154,Miloslavskoye,Russia,4693.0
82155,Bato Bato,Philippines,3735.0
82156,Gau-Bischofsheim,Germany,1977.0
82157,Radslavice,Czechia,1110.0
82158,Rumduol,Cambodia,0.0
82159,San Andrés de Sotavento,Colombia,0.0
82160,Carianos,Brazil,3700.0
82161,San Miguel del Padrón,Cuba,159273.0
82162,Donja Mahala,Bosnia and Herzegovina,5565.0
82163,Merthyr Tydfil,United Kingdom,43820.0
82164,la Font d'en Fargues,Spain,9505.0
82165,Huajicori,Mexico,3004.0
82166,Ghawr al Mazra‘ah,Jordan,0.0
82167,Norwood,USA,19915.0
82168,Cuzap,Romania,1309.0
82169,La Pedrera,Mexico,1104.0
82170,Piste,Mexico,5528.0
82171,Pitogo,Philippines,2403.0
82172,Chulum Cárdenas,Mexico,1126.0
82173,Güvem,Turkey,0.0
82174,Rawalpindi,Pakistan,1743101.0
82175,Quesnel,Canada,13788.0
82176,Mgachi,Russia,1632.0
82177,Fuencaliente,Spain,0.0
82178,Negoi,Romania,2351.0
82179,Salihli,Turkey,88906.0
82180,Hörstel,Germany,19894.0
82181,Kalkım,Turkey,2198.0
82182,Termas de Río Hondo,Argentina,27838.0
82183,Saint-Georges-du-Bois,France,1570.0
82184,Ocros,Peru,0.0
82185,Vilanova de Bellpuig,Spain,1121.0
82186,Porkhov,Russia,11886.0
82187,Neftekamsk,Russia,126805.0
82188,Jonesport,USA,1464.0
82189,Capaccio,Italy,1827.0
82190,Pott Shrigley,United Kingdom,0.0
82191,Cabanelles,Spain,0.0
82192,Bumbuna,Sierra Leone,3222.0
82193,Rd pt des Chataigniers, Rte de Milizac, Guilers, Finistère, France,France,8000.0
82194,Frătăuţii Noi,Romania,5512.0
82195,Guayabetal,Colombia,2017.0
82196,Železnice,Czechia,1094.0
82197,Krotz Springs,USA,1203.0
82198,Bażanowice,Poland,1161.0
82199,Morgantown,USA,30708.0
82200,Novaci,Macedonia,2357.0
82201,Açucena,Brazil,14505.0
82202,Loria Bessica,Italy,4168.0
82203,Huacapampa,Peru,0.0
82204,Siete Iglesias de Trabancos,Spain,548.0
82205,Jepara,Indonesia,0.0
82206,Tlaola,Mexico,1406.0
82207,Dadeng,China,2520.0
82208,Poggio Bustone,Italy,847.0
82209,Hlinsko,Czechia,10411.0
82210,Ibatiba,Brazil,12265.0
82211,Salvaleón de Higüey,Dominican Republic,123787.0
82212,Southern Pines,USA,13539.0
82213,Bang Krathum,Thailand,18874.0
82214,Haiming,Austria,2428.0
82215,Garforth,United Kingdom,14838.0
82216,Pinilla de los Moros,Spain,42.0
82217,Huayllay,Peru,0.0
82218,Kyotera,Uganda,8472.0
82219,Begijnendijk,Belgium,9178.0
82220,Cerro Quemado,Mexico,1122.0
82221,Oberleichtersbach,Germany,2077.0
82222,Feira Nova,Brazil,12984.0
82223,Shahecheng,China,125132.0
82224,Ohaba,Romania,916.0
82225,Santo Niño Aguanaval,Mexico,2164.0
82226,Novi Velia,Italy,2013.0
82227,Verkhniy Tagil,Russia,12358.0
82228,Tapalqué,Argentina,0.0
82229,Mühlhausen,Germany,38108.0
82230,Lajoskomárom,Hungary,2365.0
82231,Al Maḩfid,Yemen,0.0
82232,Meclov,Czechia,1062.0
82233,Letchworth,United Kingdom,33955.0
82234,San Juan del Monte,Spain,168.0
82235,Corteconcepción,Spain,0.0
82236,Taşlıçay,Turkey,5477.0
82237,Roghun,Tajikistan,0.0
82238,Sayansk,Russia,3962.0
82239,Cetara,Italy,2034.0
82240,Fladnitz im Raabtal,Austria,765.0
82241,Crissey,France,2166.0
82242,Shāhpura,India,12813.0
82243,Lytchett Matravers,United Kingdom,3315.0
82244,Guane,Cuba,16548.0
82245,Sedlec,Czechia,1098.0
82246,Şalpazarı,Turkey,10254.0
82247,Borau,Spain,74.0
82248,Zhongwei,China,0.0
82249,Bajandas,Puerto Rico,1418.0
82250,Xgħajra,Malta,837.0
82251,Jicaltepec Cuexcontitlán,Mexico,4318.0
82252,Royal Palm Beach,USA,37633.0
82253,Peñarandilla,Spain,256.0
82254,Izumrudnoye,Ukraine,1905.0
82255,Collinsville,USA,24754.0
82256,Chardonne,Switzerland,2659.0
82257,Meraux,USA,5816.0
82258,Torre-Cardela,Spain,1107.0
82259,Danbury,USA,187.0
82260,Santiago Tenango,Mexico,448.0
82261,Sant'Angelo A Fasanella,Italy,716.0
82262,Venustiano Carranza,Mexico,11987.0
82263,Vạn Giã,Vietnam,0.0
82264,Millport,United Kingdom,1280.0
82265,Mariposa,USA,2173.0
82266,Schmidgaden,Germany,2881.0
82267,Cordes-sur-Ciel,France,1081.0
82268,Senise,Italy,6243.0
82269,Mombaroccio,Italy,353.0
82270,Kortkeros,Russia,4429.0
82271,Tiền Hải,Vietnam,0.0
82272,Frýdlant,Czechia,7471.0
82273,Annot,France,1073.0
82274,Manganeses de la Lampreana,Spain,679.0
82275,Fenghuang,China,370000.0
82276,Cobatillas,Spain,1842.0
82277,Wickenburg,USA,6806.0
82278,Biganos,France,7521.0
82279,Foieni,Romania,1836.0
82280,Stepekolk,Netherlands,1995.0
82281,Socos,Peru,0.0
82282,Hornhausen,Germany,1716.0
82283,Barrio de San Isidro,Mexico,1176.0
82284,Mount Gambier,Australia,23209.0
82285,Binhe,China,0.0
82286,Osoppo,Italy,2493.0
82287,Loeches,Spain,4805.0
82288,Poiana Vadului,Romania,1276.0
82289,Écuisses,France,1686.0
82290,Borca,Italy,617.0
82291,Iclod,Romania,4351.0
82292,Frătăuţii Vechi,Romania,4635.0
82293,Padrauna,India,47181.0
82294,Hadibu,Yemen,8545.0
82295,Borba,Brazil,11918.0
82296,La Higuerita (Colonia San Rafael),Mexico,1366.0
82297,Besko,Poland,3700.0
82298,Pakenjeng,Indonesia,0.0
82299,Petronell-Carnuntum,Austria,1245.0
82300,Turaw,Belarus,3100.0
82301,Greceanca,Romania,1151.0
82302,Husów,Poland,2000.0
82303,Veliköy,Turkey,0.0
82304,Bacubirito,Mexico,1172.0
82305,San Julián de Muskiz,Spain,0.0
82306,Xingguo,China,0.0
82307,Blainville-sur-Mer,France,1350.0
82308,Dzhalagash,Kazakhstan,14226.0
82309,Annunziata,Italy,3596.0
82310,Zamoskvorech’ye,Russia,55000.0
82311,Șilindru,Romania,1019.0
82312,Bolzano,Italy,99049.0
82313,Wang Chan,Thailand,0.0
82314,Lorup,Germany,2986.0
82315,Şefaatlı,Turkey,13922.0
82316,Uga,Nigeria,64179.0
82317,Trenton,USA,18380.0
82318,Villeneuve-la-Comptal,France,1122.0
82319,El Coco,Panama,11935.0
82320,Freindorf,Austria,2320.0
82321,Rossa,Italy,117.0
82322,Iki-Burul,Russia,3709.0
82323,Santa María del Refugio,Mexico,3041.0
82324,Himmelpforten,Germany,4820.0
82325,Straumen,Norway,827.0
82326,Des Arc,USA,1639.0
82327,Sulzfeld am Main,Germany,1293.0
82328,Kumbhrāj,India,16391.0
82329,Umbuzeiro,Brazil,4588.0
82330,Quindalup,Australia,1013.0
82331,Leuchars,United Kingdom,2200.0
82332,Bilieu,France,1066.0
82333,Stimigliano,Italy,1114.0
82334,Cosa,Spain,98.0
82335,Sauce,Argentina,0.0
82336,Orica,Honduras,2342.0
82337,Ibiraçu,Brazil,8921.0
82338,Saint-Xandre,France,4414.0
82339,Villalengua,Spain,388.0
82340,Pattani,Thailand,43690.0
82341,Bandar-e Anzalī,Iran,110826.0
82342,Coatbridge,United Kingdom,43970.0
82343,Kirchberg an der Murr,Germany,3593.0
82344,San Juan Atenco,Mexico,1977.0
82345,Dalmellington,United Kingdom,1390.0
82346,Alkhan-Churt,Russia,7666.0
82347,Mahtomedi,USA,8116.0
82348,Cobisa,Spain,2868.0
82349,Colleranesco,Italy,1432.0
82350,Geyikpınar,Turkey,0.0
82351,Bongo Arriba,Panama,0.0
82352,Villalgordo del Marquesado,Spain,114.0
82353,Alue Glumpang,Indonesia,0.0
82354,Wymondham,United Kingdom,11674.0
82355,Brétigny-sur-Orge,France,24317.0
82356,Jaux,France,2253.0
82357,São João da Ponte,Brazil,8373.0
82358,Pātūr,India,21747.0
82359,Rajo Khanani,Pakistan,7683.0
82360,Borong,Indonesia,0.0
82361,Pinotepa Nacional,Mexico,29604.0
82362,Veltrusy,Czechia,1632.0
82363,Honfleur,France,8148.0
82364,Three Rivers,USA,7752.0
82365,Herend,Hungary,3385.0
82366,Bung Khla,Thailand,0.0
82367,Glauburg,Germany,3147.0
82368,Scottsville,USA,4411.0
82369,Vanavara,Russia,3090.0
82370,Benito Juárez,Mexico,6138.0
82371,Tavşanlı,Turkey,2073.0
82372,Santa Ana,Honduras,1052.0
82373,Kawęczyn Nowy,Poland,110.0
82374,Saint-Jean-de-Losne,France,1298.0
82375,Chavagne,France,3378.0
82376,Palmyra,USA,3616.0
82377,Untersiebenbrunn,Austria,1736.0
82378,Pesé,Panama,2565.0
82379,Bygland,Norway,0.0
82380,Villalba de Rioja,Spain,174.0
82381,Derry,United Kingdom,83652.0
82382,Portland,USA,66881.0
82383,Cegłów,Poland,2846.0
82384,Akiruno,Japanese,0.0
82385,Vicovu de Jos,Romania,5956.0
82386,Petrovskoye,Russia,0.0
82387,Patos,Albania,60000.0
82388,Siachoque,Colombia,1375.0
82389,Horstedt,Germany,1381.0
82390,Löbejün,Germany,2335.0
82391,Bibinje,Croatia,3942.0
82392,Torrance,United Kingdom,2370.0
82393,Torit,South Sudan,20048.0
82394,Staudernheim,Germany,1601.0
82395,Gedern,Germany,7879.0
82396,Saint-Geoire-en-Valdaine,France,2153.0
82397,Jais,India,25726.0
82398,New Panamao,Philippines,0.0
82399,Kamieniec Wrocławski,Poland,1970.0
82400,Muḩammad Āghah Wuluswālī,Afghanistan,0.0
82401,Cottonwood,USA,1212.0
82402,Pompaire,France,1904.0
82403,Kantemirovka,Russia,12770.0
82404,Tolk,Germany,1097.0
82405,Santaluz,Brazil,24739.0
82406,São Sebastião,Portugal,2096.0
82407,Lacco Ameno,Italy,4083.0
82408,Lansford,USA,3798.0
82409,Videira,Brazil,42440.0
82410,Copiapó,Chile,129280.0
82411,Belyashi,Russia,1200.0
82412,Narberth,United Kingdom,2265.0
82413,San Pedro Xalpa,Mexico,4168.0
82414,Villa Elisa,Argentina,9334.0
82415,Rathenow,Germany,27115.0
82416,Dayr al Balaḩ,Palestinian Territory,59504.0
82417,Sagud-Bahley,Philippines,3810.0
82418,Kukmor,Russia,16795.0
82419,Caraúbas,Brazil,12462.0
82420,Greymouth,New Zealand,9419.0
82421,Lapolapo,Philippines,3621.0
82422,Pine Mountain,USA,1210.0
82423,Chadrac,France,3220.0
82424,Brezovica,Croatia,10884.0
82425,Brejo,Brazil,11636.0
82426,Ciudad Bolivia,Venezuela,0.0
82427,Tayabamba,Peru,0.0
82428,Jobat,India,10785.0
82429,Point Fortin,Trinidad and Tobago,19056.0
82430,Purcellville,USA,9232.0
82431,Bonnières-sur-Seine,France,4187.0
82432,Kluse,Germany,1466.0
82433,Kudat,Malaysia,32393.0
82434,Burmakino,Russia,3318.0
82435,Renkum,Netherlands,9421.0
82436,Vallehermoso,Philippines,10179.0
82437,Aversa,Italy,52830.0
82438,Alarilla,Spain,121.0
82439,Huitzilan,Mexico,3567.0
82440,Heathmont,Australia,9250.0
82441,Barletta,Italy,93279.0
82442,Ühlingen-Birkendorf,Germany,5269.0
82443,Aquiraz,Brazil,65116.0
82444,Middleburg,USA,13008.0
82445,Tuymazy,Russia,68829.0
82446,Hinojosa del Duque,Spain,7555.0
82447,Malchow,Germany,7384.0
82448,Ouffet,Belgium,2477.0
82449,Woodhall Spa,United Kingdom,4331.0
82450,San José,Panama,84.0
82451,Buddusò,Italy,3928.0
82452,Perroy,Switzerland,1315.0
82453,Consolacion,Philippines,2092.0
82454,Dhankutā,Nepal,22084.0
82455,Roldán,Argentina,12468.0
82456,Radovljica,Slovenia,5940.0
82457,Ólafsvík,Iceland,1010.0
82458,Soderstorf,Germany,1536.0
82459,Pangil,Philippines,2455.0
82460,Monticello,USA,4718.0
82461,Energy,USA,1145.0
82462,Wieselburg,Austria,4143.0
82463,Brayton,United Kingdom,2913.0
82464,Biars-sur-Cère,France,2165.0
82465,Sanalona,Mexico,1096.0
82466,Tickencote,United Kingdom,0.0
82467,Sainte-Féréole,France,1636.0
82468,Yahualica,Mexico,1398.0
82469,Cuorgnè,Italy,8581.0
82470,Pongola,South Africa,0.0
82471,El Quelite,Mexico,1733.0
82472,Jablonné v Podještědí,Czechia,3699.0
82473,Good Hope,USA,2281.0
82474,Cineto Romano,Italy,636.0
82475,Bal-os,Philippines,3206.0
82476,Burwash,United Kingdom,1317.0
82477,Song Phi Nong,Thailand,0.0
82478,Pánd,Hungary,2041.0
82479,Jilib,Somalia,43694.0
82480,Bastak,Iran,0.0
82481,Zapponeta,Italy,3206.0
82482,Münchweiler an der Alsenz,Germany,1264.0
82483,Kaoh Soutin,Cambodia,0.0
82484,Aparecida do Taboado,Brazil,17332.0
82485,Santa Cruz,Jamaica,8217.0
82486,Zinapécuaro,Mexico,15875.0
82487,Tamurejo,Spain,266.0
82488,Przytoczno,Poland,1100.0
82489,Bellizzi,Italy,10811.0
82490,Itaporanga,Brazil,15890.0
82491,Barnstorf,Germany,6050.0
82492,Olimpo,Puerto Rico,2493.0
82493,Kızılcadağ,Turkey,0.0
82494,Villafranca de Córdoba,Spain,3799.0
82495,Torretta,Italy,2308.0
82496,Zvenigorod,Russia,16395.0
82497,Sosnovka,Russia,66227.0
82498,Uglerodovskiy,Russia,2986.0
82499,Buellas,France,1594.0
82500,Villefranche-de-Lauragais,France,3701.0
82501,San Pietro Val Lemina,Italy,1247.0
82502,Ciudad Chemuyil,Mexico,1377.0
82503,Steingaden,Germany,2828.0
82504,Mound City,USA,1059.0
82505,El Limón,Mexico,3102.0
82506,Sousse,Tunisia,164123.0
82507,Lunca de Jos,Romania,5152.0
82508,Stramproy,Netherlands,4510.0
82509,Boulogne-sur-Mer,France,47013.0
82510,Arteixo,Spain,29762.0
82511,Averill Park,USA,1693.0
82512,Yacuanquer,Colombia,2643.0
82513,Jargeau,France,4237.0
82514,Mestrino,Italy,7593.0
82515,Piscila,Mexico,1352.0
82516,Pietrosella,France,1080.0
82517,Pozuelo de Aragón,Spain,332.0
82518,Sainte-Marie-aux-Mines,France,6189.0
82519,Ganyangan,Philippines,2169.0
82520,Arganil,Portugal,4330.0
82521,Lewenberg,Germany,2106.0
82522,Guijo de Granadilla,Spain,674.0
82523,Ogbede,Nigeria,0.0
82524,Dölsach,Austria,1090.0
82525,Tsimasham,Bhutan,2855.0
82526,Santa Catalina,Mexico,1493.0
82527,Overyata,Russia,4507.0
82528,Novosel’skoye,Ukraine,2424.0
82529,Frederickson,USA,18719.0
82530,Texalpan de Abajo,Mexico,1950.0
82531,Lins,Brazil,69451.0
82532,Pieve Torina,Italy,1009.0
82533,Alibug,Philippines,2576.0
82534,Yanaul,Russia,27963.0
82535,Nivelles,Belgium,24149.0
82536,Narach,Belarus,3400.0
82537,Mondragone,Italy,26076.0
82538,Kuala Kangsar,Malaysia,39331.0
82539,Fort Shawnee,USA,3726.0
82540,Villacañas,Spain,10645.0
82541,Perth,United Kingdom,47180.0
82542,Suncheon,South Korea,230796.0
82543,Makurdi,Nigeria,292645.0
82544,Vémars,France,2177.0
82545,Torriana,Italy,499.0
82546,Many,USA,2790.0
82547,Mansfield,USA,64274.0
82548,La Flèche,France,18536.0
82549,Geiselbach,Germany,2135.0
82550,South Guildford,Australia,2332.0
82551,Bonga,Ethiopia,18973.0
82552,Capo d'Orlando,Italy,12038.0
82553,Owens Cross Roads,USA,1785.0
82554,Križevci,Croatia,11597.0
82555,Gómez Poniente,Mexico,1614.0
82556,West Greenwich,USA,6135.0
82557,Soponya,Hungary,1996.0
82558,Gniebing,Austria,1095.0
82559,Enériz,Spain,219.0
82560,Krivaja,Serbia,1296.0
82561,Southwater,United Kingdom,8692.0
82562,Novomykolayivka,Ukraine,3860.0
82563,Băcia,Romania,1772.0
82564,Holmesville,Australia,1544.0
82565,Oxbow,Canada,1058.0
82566,Cerchiara di Calabria,Italy,1084.0
82567,Venda do Pinheiro,Portugal,4950.0
82568,El Walamo,Mexico,3085.0
82569,Jalaud,Philippines,2814.0
82570,Begues,Spain,5538.0
82571,Krasnokamensk,Russia,54316.0
82572,Bunawan,Philippines,15471.0
82573,Guacamayas,Colombia,772.0
82574,Benifairó de les Valls,Spain,1907.0
82575,Náměšť na Hané,Czechia,1872.0
82576,Colorines,Mexico,5543.0
82577,Colmar Manor,USA,1469.0
82578,Dulverton,United Kingdom,1052.0
82579,Tomas Oppus,Philippines,2446.0
82580,Santa Clara de Valladares,Mexico,6917.0
82581,Zunil,Guatemala,9986.0
82582,Penola,Australia,1512.0
82583,Saint-Sauveur,France,1515.0
82584,Penalva,Brazil,17186.0
82585,Mandangoa,Philippines,2740.0
82586,Livarot,France,2656.0
82587,El María,Panama,87.0
82588,Likhoy,Russia,3102.0
82589,Podlesnyy,Russia,1745.0
82590,Gdynia,Poland,253730.0
82591,Giuleşti,Romania,3328.0
82592,Canove di Roana,Italy,1269.0
82593,San Antonio,Philippines,2332.0
82594,Bogza,Romania,1116.0
82595,Soultz-Haut-Rhin,France,6963.0
82596,Doaba,Pakistan,8893.0
82597,Taboshar,Tajikistan,11578.0
82598,Podebłocie,Poland,1025.0
82599,Yermakovskoye,Russia,8910.0
82600,Neuweiler,Germany,3229.0
82601,Vorniceni,Romania,4490.0
82602,West Warwick,USA,30146.0
82603,Garlenda,Italy,957.0
82604,Witney,United Kingdom,29103.0
82605,Ataq,Yemen,37315.0
82606,Polzeath,United Kingdom,1449.0
82607,Xianfeng,China,0.0
82608,Waitangi,New Zealand,300.0
82609,Košťany,Czechia,2700.0
82610,Hawthorn,Australia,2155.0
82611,Nieppe,France,7638.0
82612,Bañuelos,Spain,20.0
82613,Osie,Poland,2520.0
82614,Alkaleri,Nigeria,0.0
82615,Rock Hill,USA,1742.0
82616,Paulo Ramos,Brazil,8888.0
82617,Carpio de Azaba,Spain,98.0
82618,Koekelare,Belgium,8317.0
82619,Sagasa,Philippines,3952.0
82620,Santa Barbara,Philippines,8629.0
82621,Surzur,France,2597.0
82622,Folégandros,Greece,667.0
82623,Obrenovac,Serbia,16821.0
82624,Arlington Heights,USA,2284.0
82625,San Pedro del Rosal,Mexico,4277.0
82626,Bhadaur,India,17532.0
82627,Njeru,Uganda,61952.0
82628,Houilles,France,31121.0
82629,The Junction,Australia,1295.0
82630,Cerritos de Cárdenas,Mexico,1099.0
82631,Kislovodsk,Russia,132771.0
82632,Kisač,Serbia,1545.0
82633,Pināhat,India,19511.0
82634,Lamba,Philippines,6408.0
82635,Miłkowice,Poland,2000.0
82636,Grosio,Italy,4179.0
82637,Châteauneuf,France,1470.0
